category,path,line,excerpt,classification
silent fallback,experiments/flowstar_validation_candidate_decomposition_audit.py,117,"except (TypeError, ValueError):",manual_review
NaN/Inf coercion,experiments/flowstar_vdp_width_trajectory_audit.py,599,if not math.isfinite(value):,manual_review
NaN/Inf coercion,experiments/flowstar_vdp_width_trajectory_audit.py,612,if not math.isfinite(out):,manual_review
silent fallback,experiments/flowstar_vdp_width_trajectory_audit.py,610,"except (TypeError, ValueError):",manual_review
except Exception,experiments/flowstar_width_growth_diagnostics.py,323,except Exception:,manual_review
NaN/Inf coercion,experiments/flowstar_width_growth_diagnostics.py,90,"return f""{value:.17g}"" if math.isfinite(value) else """"",manual_review
NaN/Inf coercion,experiments/flowstar_width_growth_diagnostics.py,115,return value if math.isfinite(value) else None,manual_review
silent fallback,experiments/flowstar_width_growth_diagnostics.py,113,"except (TypeError, ValueError):",manual_review
NaN/Inf coercion,experiments/plot_order_results.py,28,return x if math.isfinite(x) else None,manual_review
silent fallback,experiments/plot_order_results.py,29,"except (TypeError, ValueError):",manual_review
hard-coded repository paths,experiments/three_tool_deep_study/BERN_FEASIBILITY.md,23,`/srv/local/shengenli/BERN-NN-Implicit` at,manual_review
hard-coded repository paths,experiments/three_tool_deep_study/BERN_FEASIBILITY.md,26,"`/srv/local/shengenli/torch_tm_flowpipe_bern_ibf_study`, branch",manual_review
hard-coded repository paths,experiments/three_tool_deep_study/FINAL_DELIVERY_TEST_RECORD.md,15,cd /srv/local/shengenli/torch_tm_flowpipe_three_tool_study,manual_review
hard-coded repository paths,experiments/three_tool_deep_study/FINAL_DELIVERY_TEST_RECORD.md,16,DEEP_STUDY_RESULTS_DIR=/srv/local/shengenli/torch_tm_flowpipe_three_tool_study/experiments/three_tool_deep_study/artifacts/authoritative/20260730T015245Z \,manual_review
hard-coded repository paths,experiments/three_tool_deep_study/FINAL_REPORT.md,162,| diffreach | dd628eb443b517d6415de93e7035b4baef73963e | /srv/local/shengenli/DiffReach |,manual_review
hard-coded repository paths,experiments/three_tool_deep_study/FINAL_REPORT.md,163,| flowstar_audit | 2310c1ac55357d0b48af3b37495a82a3e10ea4ff | /srv/local/shengenli/flowstar_three_way_audit |,manual_review
hard-coded repository paths,experiments/three_tool_deep_study/FINAL_REPORT.md,164,| flowstar_original | b85a3211748cb77b736fe4ad42ee02d8d2b81148 | /srv/local/shengenli/flowstar |,manual_review
hard-coded repository paths,experiments/three_tool_deep_study/FINAL_REPORT.md,165,| torch | 129b63322d7ec5e9617f54579a30ebdd6adc4c43 | /srv/local/shengenli/torch_tm_flowpipe_three_tool_study |,manual_review
hard-coded repository paths,experiments/three_tool_deep_study/FINAL_REPORT.md,166,| torch_repaired_base | 9024a8a29bdc0ad668a7c0620bd53872f4313cc8 | /srv/local/shengenli/torch_tm_flowpipe_three_way_repair |,manual_review
hard-coded repository paths,experiments/three_tool_deep_study/FINAL_REPORT.md,747,cd /srv/local/shengenli/torch_tm_flowpipe_three_tool_study,manual_review
hard-coded repository paths,experiments/three_tool_deep_study/FINAL_REPORT.md,751,Full scratch output is in `/srv/local/shengenli/torch_tm_flowpipe_three_tool_study/experiments/three_tool_deep_study/results/20260730T015245Z`.  The curated authoritative bundle is,manual_review
hard-coded repository paths,experiments/three_tool_deep_study/MATERIALS_MISSING.md,5,An exact-name search was run first under `/srv/local/shengenli` and then over,manual_review
hard-coded repository paths,experiments/three_tool_deep_study/RECOVERY.md,14,`/srv/local/shengenli/torch_tm_flowpipe_three_tool_study`.,manual_review
hard-coded repository paths,experiments/three_tool_deep_study/RECOVERY.md,28,| `/srv/local/shengenli/torch_tm_flowpipe` | `codex/flowstar-raw-remainder-compat` | `26a254e` |,manual_review
hard-coded repository paths,experiments/three_tool_deep_study/RECOVERY.md,29,| `/srv/local/shengenli/torch_tm_flowpipe_bern_ibf_study` | `codex/bern-ibf-tm-feasibility` | `dd82032` |,manual_review
hard-coded repository paths,experiments/three_tool_deep_study/RECOVERY.md,30,| `/srv/local/shengenli/torch_tm_flowpipe_first_order_bench` | `codex/first-order-three-way-benchmark` | `13e5eec` |,manual_review
hard-coded repository paths,experiments/three_tool_deep_study/RECOVERY.md,31,| `/srv/local/shengenli/torch_tm_flowpipe_first_order_followup` | `codex/first-order-followup-correctness-matched-basis` | `3d0ae54` |,manual_review
hard-coded repository paths,experiments/three_tool_deep_study/RECOVERY.md,32,| `/srv/local/shengenli/torch_tm_flowpipe_three_tool_study` | `codex/torch-flowstar-diffreach-deep-study` | `2cd48b5` |,manual_review
hard-coded repository paths,experiments/three_tool_deep_study/RECOVERY.md,33,| `/srv/local/shengenli/torch_tm_flowpipe_three_way_comparison` | `codex/three-way-common-contract-comparison` | `7251adf` |,manual_review
hard-coded repository paths,experiments/three_tool_deep_study/RECOVERY.md,34,| `/srv/local/shengenli/torch_tm_flowpipe_three_way_repair` | `codex/three-way-comparison-correctness-repair` | `9024a8a` |,manual_review
hard-coded repository paths,experiments/three_tool_deep_study/RECOVERY.md,38,"- stock Flow*: `/srv/local/shengenli/flowstar`,",manual_review
hard-coded repository paths,experiments/three_tool_deep_study/RECOVERY.md,40,"- Flow* audit: `/srv/local/shengenli/flowstar_three_way_audit`,",manual_review
hard-coded repository paths,experiments/three_tool_deep_study/RECOVERY.md,42,"- DiffReach: `/srv/local/shengenli/DiffReach`,",manual_review
hard-coded repository paths,experiments/three_tool_deep_study/RECOVERY.md,44,"- BERN-NN-Implicit: `/srv/local/shengenli/BERN-NN-Implicit`,",manual_review
hard-coded repository paths,experiments/three_tool_deep_study/RECOVERY_CONTINUATION.md,6,`/srv/local/shengenli/torch_tm_flowpipe_three_tool_study`;,manual_review
hard-coded repository paths,experiments/three_tool_deep_study/REPRODUCIBILITY.md,24,cd /srv/local/shengenli/torch_tm_flowpipe_three_tool_study,manual_review
hard-coded repository paths,experiments/three_tool_deep_study/REPRODUCIBILITY.md,25,/srv/local/shengenli/miniforge3/condabin/conda run -n py11 \,manual_review
hard-coded repository paths,experiments/three_tool_deep_study/REPRODUCIBILITY.md,27,DEEP_STUDY_RESULTS_DIR=/srv/local/shengenli/torch_tm_flowpipe_three_tool_study/experiments/three_tool_deep_study/artifacts/authoritative/20260730T015245Z scripts/run_complete_pytest.sh,manual_review
except Exception,experiments/three_tool_deep_study/audit_results.py,178,except Exception as exc:,manual_review
NaN/Inf coercion,experiments/three_tool_deep_study/audit_results.py,28,return result if math.isfinite(result) else None,manual_review
NaN/Inf coercion,experiments/three_tool_deep_study/audit_results.py,38,"if isinstance(value, float) and not math.isfinite(value):",manual_review
NaN/Inf coercion,experiments/three_tool_deep_study/audit_results.py,79,and not math.isfinite(float(text)),manual_review
silent fallback,experiments/three_tool_deep_study/audit_results.py,29,"except (TypeError, ValueError):",manual_review
hard-coded repository paths,experiments/three_tool_deep_study/benchmark_spec.yaml,9,torch: /srv/local/shengenli/torch_tm_flowpipe_three_tool_study,manual_review
hard-coded repository paths,experiments/three_tool_deep_study/benchmark_spec.yaml,10,torch_repaired_base: /srv/local/shengenli/torch_tm_flowpipe_three_way_repair,manual_review
hard-coded repository paths,experiments/three_tool_deep_study/benchmark_spec.yaml,11,diffreach: /srv/local/shengenli/DiffReach,manual_review
hard-coded repository paths,experiments/three_tool_deep_study/benchmark_spec.yaml,12,flowstar_original: /srv/local/shengenli/flowstar,manual_review
hard-coded repository paths,experiments/three_tool_deep_study/benchmark_spec.yaml,13,flowstar_audit: /srv/local/shengenli/flowstar_three_way_audit,manual_review
assert runtime validation,experiments/three_tool_deep_study/bern_feasibility.py,212,assert current is not None and bernstein is not None,manual_review
assert runtime validation,experiments/three_tool_deep_study/bern_feasibility.py,213,assert coefficients is not None,manual_review
NaN/Inf coercion,experiments/three_tool_deep_study/bern_feasibility.py,61,or not math.isfinite(float(bounds[0])),manual_review
NaN/Inf coercion,experiments/three_tool_deep_study/bern_feasibility.py,62,or not math.isfinite(float(bounds[1])),manual_review
pass,experiments/three_tool_deep_study/collect_results.py,68,pass,manual_review
except Exception,experiments/three_tool_deep_study/collect_results.py,51,except Exception as exc:,manual_review
hard-coded repository paths,experiments/three_tool_deep_study/collect_results.py,32,"CONDA = Path(""/srv/local/shengenli/miniforge3/condabin/conda"")",manual_review
truthiness on string status,experiments/three_tool_deep_study/collect_results.py,221,def _truth(value: Any) -> bool | None:,manual_review
truthiness on string status,experiments/three_tool_deep_study/collect_results.py,358,"validation = _truth(row.get(""native_validation_passed""))",manual_review
truthiness on string status,experiments/three_tool_deep_study/collect_results.py,748,validation = _truth(,manual_review
truthiness on string status,experiments/three_tool_deep_study/collect_results.py,757,"analytic = _truth(row.get(""analytic_reference_contained""))",manual_review
truthiness on string status,experiments/three_tool_deep_study/collect_results.py,758,"trajectory = _truth(row.get(""trajectory_sanity_passed""))",manual_review
truthiness on string status,experiments/three_tool_deep_study/collect_results.py,821,"_truth(row.get(""trajectory_sanity_passed"")) is False",manual_review
truthiness on string status,experiments/three_tool_deep_study/collect_results.py,825,"_truth(row.get(""trajectory_sanity_passed"")) is False",manual_review
truthiness on string status,experiments/three_tool_deep_study/collect_results.py,829,"_truth(row.get(""trajectory_sanity_passed"")) is False",manual_review
truthiness on string status,experiments/three_tool_deep_study/collect_results.py,830,"and _truth(row.get(""excluded_from_authoritative"")) is not True",manual_review
truthiness on string status,experiments/three_tool_deep_study/collect_results.py,840,"if _truth(row.get(""trajectory_sanity_passed"")) is False",manual_review
truthiness on string status,experiments/three_tool_deep_study/collect_results.py,848,"if _truth(row.get(""excluded_from_authoritative"")) is True",manual_review
truthiness on string status,experiments/three_tool_deep_study/collect_results.py,874,"_truth(row.get(""native_validation_passed"")) is not False",manual_review
truthiness on string status,experiments/three_tool_deep_study/collect_results.py,930,"_truth(row.get(""native_validation_passed"")) is False",manual_review
truthiness on string status,experiments/three_tool_deep_study/collect_results.py,935,"_truth(row.get(""analytic_reference_contained"")) is False",manual_review
NaN/Inf coercion,experiments/three_tool_deep_study/collect_results.py,330,if math.isfinite(lower) and math.isfinite(upper):,manual_review
NaN/Inf coercion,experiments/three_tool_deep_study/collect_results.py,330,if math.isfinite(lower) and math.isfinite(upper):,manual_review
NaN/Inf coercion,experiments/three_tool_deep_study/collect_results.py,357,"row[""requested_step""] = h if math.isfinite(h) else ""unavailable""",manual_review
NaN/Inf coercion,experiments/three_tool_deep_study/collect_results.py,365,if math.isfinite(h) and validation is not False and not is_failure,manual_review
NaN/Inf coercion,experiments/three_tool_deep_study/collect_results.py,378,if is_failure and math.isfinite(step_index),manual_review
NaN/Inf coercion,experiments/three_tool_deep_study/collect_results.py,384,elif is_failure and math.isfinite(step_index) and math.isfinite(h):,manual_review
NaN/Inf coercion,experiments/three_tool_deep_study/collect_results.py,384,elif is_failure and math.isfinite(step_index) and math.isfinite(h):,manual_review
NaN/Inf coercion,experiments/three_tool_deep_study/collect_results.py,409,if math.isfinite(affine) and affine > 0 and math.isfinite(width):,manual_review
NaN/Inf coercion,experiments/three_tool_deep_study/collect_results.py,409,if math.isfinite(affine) and affine > 0 and math.isfinite(width):,manual_review
